Dia,Desde,Hacia,Costo
Día 22,1,3,1379
Día 22,1,4,1005
Día 22,1,5,1369
Día 22,1,6,2557
Día 22,1,7,274
Día 22,1,8,2995
Día 22,2,1,3114
Día 22,2,3,2587
Día 22,2,4,3156
Día 22,2,5,2724
Día 22,2,6,1902
Día 22,2,7,1862
Día 22,2,8,3092
Día 22,3,1,1062
Día 22,3,2,2567
Día 22,3,4,848
Día 22,3,5,250
Día 22,3,6,1127
Día 22,3,7,1258
Día 22,3,8,2642
Día 22,4,1,1390
Día 22,4,2,3026
Día 22,4,3,809
Día 22,4,5,1067
Día 22,4,6,2245
Día 22,4,7,284
Día 22,4,8,3168
Día 22,5,1,1221
Día 22,5,2,2931
Día 22,5,3,341
Día 22,5,4,1371
Día 22,5,6,1615
Día 22,5,7,1013
Día 22,5,8,2498
Día 22,6,1,2550
Día 22,6,2,2033
Día 22,6,3,1194
Día 22,6,4,2422
Día 22,6,5,1795
Día 22,6,7,3457
Día 22,6,8,3189
Día 22,7,1,275
Día 22,7,2,1825
Día 22,7,3,1257
Día 22,7,4,527
Día 22,7,5,1210
Día 22,7,6,3546
Día 22,7,8,3790
Día 22,8,1,2848
Día 22,8,2,3232
Día 22,8,3,2806
Día 22,8,4,3045
Día 22,8,5,2466
Día 22,8,6,3148
Día 22,8,7,3609
Día 23,1,2,3267
Día 23,1,3,1183
Día 23,1,4,1380
Día 23,1,5,1205
Día 23,1,6,2319
Día 23,1,7,383
Día 23,1,8,2973
Día 23,2,1,3164
Día 23,2,3,2346
Día 23,2,4,3282
Día 23,2,5,2603
Día 23,2,6,2165
Día 23,2,7,2116
Día 23,2,8,3189
Día 23,3,1,1079
Día 23,3,2,2357
Día 23,3,4,966
Día 23,3,5,589
Día 23,3,6,1352
Día 23,3,7,1333
Día 23,3,8,2752
Día 23,4,1,1350
Día 23,4,2,3279
Día 23,4,3,866
Día 23,4,5,1134
Día 23,4,6,2463
Día 23,4,7,454
Día 23,4,8,3257
Día 23,5,1,1150
Día 23,5,2,2705
Día 23,5,3,513
Día 23,5,4,1288
Día 23,5,6,1782
Día 23,5,7,1245
Día 23,5,8,2348
Día 23,6,1,2279
Día 23,6,2,1962
Día 23,6,3,1242
Día 23,6,4,2511
Día 23,6,5,1434
Día 23,6,7,3493
Día 23,6,8,3287
Día 23,7,1,499
Día 23,7,2,1886
Día 23,7,3,1236
Día 23,7,4,452
Día 23,7,5,1258
Día 23,7,6,3462
Día 23,7,8,3582
Día 23,8,1,2983
Día 23,8,2,3303
Día 23,8,3,2870
Día 23,8,4,3066
Día 23,8,5,2365
Día 23,8,6,3184
Día 23,8,7,3648
Día 24,1,2,3217
Día 24,1,3,1374
Día 24,1,4,1013
Día 24,1,5,1312
Día 24,1,6,2293
Día 24,1,7,418
Día 24,1,8,2789
Día 24,2,1,3207
Día 24,2,3,2443
Día 24,2,4,3318
Día 24,2,5,2850
Día 24,2,6,1929
Día 24,2,7,2039
Día 24,2,8,3030
Día 24,3,1,1063
Día 24,3,2,2427
Día 24,3,4,840
Día 24,3,5,523
Día 24,3,6,1000
Día 24,3,7,1136
Día 24,3,8,2644
Día 24,4,1,1211
Día 24,4,2,3279
Día 24,4,3,868
Día 24,4,5,1323
Día 24,4,6,2525
Día 24,4,7,519
Día 24,4,8,3037
Día 24,5,1,1355
Día 24,5,2,2790
Día 24,5,3,220
Día 24,5,4,1193
Día 24,5,6,1489
Día 24,5,7,1060
Día 24,5,8,2501
Día 24,6,1,2444
Día 24,6,2,2173
Día 24,6,3,1152
Día 24,6,4,2496
Día 24,6,5,1454
Día 24,6,7,3758
Día 24,6,8,3121
Día 24,7,1,206
Día 24,7,2,1891
Día 24,7,3,1135
Día 24,7,4,470
Día 24,7,5,1332
Día 24,7,6,3672
Día 24,7,8,3683
Día 24,8,1,2952
Día 24,8,2,3097
Día 24,8,3,2632
Día 24,8,4,3258
Día 24,8,5,2303
Día 24,8,6,3357
Día 24,8,7,3529
Día 25,1,2,3235
Día 25,1,3,1061
Día 25,1,4,1266
Día 25,1,5,1222
Día 25,1,6,2236
Día 25,1,7,364
Día 25,1,8,2842
Día 25,2,1,3327
Día 25,2,3,2386
Día 25,2,4,3132
Día 25,2,5,2775
Día 25,2,6,1976
Día 25,2,7,2147
Día 25,2,8,3038
Día 25,3,1,1154
Día 25,3,2,2332
Día 25,3,4,700
Día 25,3,5,589
Día 25,3,6,1317
Día 25,3,7,1301
Día 25,3,8,2956
Día 25,4,1,1102
Día 25,4,2,3199
Día 25,4,3,854
Día 25,4,5,1304
Día 25,4,6,2435
Día 25,4,7,322
Día 25,4,8,3104
Día 25,5,1,1047
Día 25,5,2,2958
Día 25,5,3,530
Día 25,5,4,1177
Día 25,5,6,1459
Día 25,5,7,1172
Día 25,5,8,2472
Día 25,6,1,2442
Día 25,6,2,1838
Día 25,6,3,1316
Día 25,6,4,2366
Día 25,6,5,1712
Día 25,6,7,3748
Día 25,6,8,3063
Día 25,7,1,293
Día 25,7,2,2147
Día 25,7,3,1146
Día 25,7,4,549
Día 25,7,5,1175
Día 25,7,6,3657
Día 25,7,8,3713
Día 25,8,1,2776
Día 25,8,2,3163
Día 25,8,3,2766
Día 25,8,4,3099
Día 25,8,5,2320
Día 25,8,6,3396
Día 25,8,7,3622
Día 26,1,2,3039
Día 26,1,3,1382
Día 26,1,4,1038
Día 26,1,5,1191
Día 26,1,6,2240
Día 26,1,7,383
Día 26,1,8,2751
Día 26,2,1,3157
Día 26,2,3,2560
Día 26,2,4,3003
Día 26,2,5,2749
Día 26,2,6,2200
Día 26,2,7,2094
Día 26,2,8,3357
Día 26,3,1,1349
Día 26,3,2,2487
Día 26,3,4,732
Día 26,3,5,395
Día 26,3,6,1248
Día 26,3,7,1055
Día 26,3,8,2941
Día 26,4,1,1265
Día 26,4,2,3200
Día 26,4,3,837
Día 26,4,5,1014
Día 26,4,6,2444
Día 26,4,7,574
Día 26,4,8,3222
Día 26,5,1,1109
Día 26,5,2,2870
Día 26,5,3,393
Día 26,5,4,1314
Día 26,5,6,1689
Día 26,5,7,1182
Día 26,5,8,2546
Día 26,6,1,2227
Día 26,6,2,1951
Día 26,6,3,1315
Día 26,6,4,2591
Día 26,6,5,1748
Día 26,6,7,3487
Día 26,6,8,3285
Día 26,7,1,433
Día 26,7,2,1969
Día 26,7,3,1256
Día 26,7,4,401
Día 26,7,5,1004
Día 26,7,6,3734
Día 26,7,8,3642
Día 26,8,1,2868
Día 26,8,2,3266
Día 26,8,3,2898
Día 26,8,4,3347
Día 26,8,5,2442
Día 26,8,6,3201
Día 26,8,7,3426
Día 27,1,2,3386
Día 27,1,3,1193
Día 27,1,4,1254
Día 27,1,5,1196
Día 27,1,6,2231
Día 27,1,7,465
Día 27,1,8,2803
Día 27,2,1,3152
Día 27,2,3,2222
Día 27,2,4,3125
Día 27,2,5,2897
Día 27,2,6,2031
Día 27,2,7,2184
Día 27,2,8,3397
Día 27,3,1,1290
Día 27,3,2,2269
Día 27,3,4,930
Día 27,3,5,400
Día 27,3,6,1159
Día 27,3,7,1075
Día 27,3,8,2972
Día 27,4,1,1113
Día 27,4,2,3147
Día 27,4,3,737
Día 27,4,5,1260
Día 27,4,6,2557
Día 27,4,7,394
Día 27,4,8,3316
Día 27,5,1,1222
Día 27,5,2,2841
Día 27,5,3,206
Día 27,5,4,1073
Día 27,5,6,1497
Día 27,5,7,1255
Día 27,5,8,2280
Día 27,6,1,2256
Día 27,6,2,2117
Día 27,6,3,1018
Día 27,6,4,2207
Día 27,6,5,1585
Día 27,6,7,3713
Día 27,6,8,3328
Día 27,7,1,403
Día 27,7,2,1964
Día 27,7,3,1131
Día 27,7,4,527
Día 27,7,5,1350
Día 27,7,6,3476
Día 27,7,8,3717
Día 27,8,1,2944
Día 27,8,2,3301
Día 27,8,3,2790
Día 27,8,4,3115
Día 27,8,5,2297
Día 27,8,6,3390
Día 27,8,7,3626
Día 28,1,2,3231
Día 28,1,3,1080
Día 28,1,4,1227
Día 28,1,5,1177
Día 28,1,6,2228
Día 28,1,7,420
Día 28,1,8,2644
Día 28,2,1,3145
Día 28,2,3,2558
Día 28,2,4,3289
Día 28,2,5,2928
Día 28,2,6,2070
Día 28,2,7,2122
Día 28,2,8,3314
Día 28,3,1,1350
Día 28,3,2,2364
Día 28,3,4,817
Día 28,3,5,247
Día 28,3,6,1117
Día 28,3,7,1369
Día 28,3,8,2880
Día 28,4,1,1177
Día 28,4,2,3214
Día 28,4,3,832
Día 28,4,5,1261
Día 28,4,6,2489
Día 28,4,7,308
Día 28,4,8,3378
Día 28,5,1,1341
Día 28,5,2,2929
Día 28,5,3,320
Día 28,5,4,1039
Día 28,5,6,1508
Día 28,5,7,1153
Día 28,5,8,2452
Día 28,6,1,2242
Día 28,6,2,2065
Día 28,6,3,1336
Día 28,6,4,2214
Día 28,6,5,1656
Día 28,6,7,3514
Día 28,6,8,3077
Día 28,7,1,537
Día 28,7,2,2117
Día 28,7,3,1232
Día 28,7,4,339
Día 28,7,5,1006
Día 28,7,6,3613
Día 28,7,8,3714
Día 28,8,1,2872
Día 28,8,2,3382
Día 28,8,3,2734
Día 28,8,4,3089
Día 28,8,5,2337
Día 28,8,6,3355
Día 28,8,7,3723
Día 29,1,2,3085
Día 29,1,3,1312
Día 29,1,4,1330
Día 29,1,5,1351
Día 29,1,6,2470
Día 29,1,7,397
Día 29,1,8,2895
Día 29,2,1,3102
Día 29,2,3,2397
Día 29,2,4,3246
Día 29,2,5,2911
Día 29,2,6,2077
Día 29,2,7,1826
Día 29,2,8,3191
Día 29,3,1,1004
Día 29,3,2,2511
Día 29,3,4,674
Día 29,3,5,302
Día 29,3,6,1212
Día 29,3,7,1390
Día 29,3,8,2994
Día 29,4,1,1094
Día 29,4,2,3331
Día 29,4,3,943
Día 29,4,5,1080
Día 29,4,6,2468
Día 29,4,7,442
Día 29,4,8,3254
Día 29,5,1,1152
Día 29,5,2,2952
Día 29,5,3,295
Día 29,5,4,1109
Día 29,5,6,1721
Día 29,5,7,1254
Día 29,5,8,2575
Día 29,6,1,2545
Día 29,6,2,1821
Día 29,6,3,1071
Día 29,6,4,2289
Día 29,6,5,1617
Día 29,6,7,3731
Día 29,6,8,3179
Día 29,7,1,245
Día 29,7,2,1913
Día 29,7,3,1107
Día 29,7,4,593
Día 29,7,5,1260
Día 29,7,6,3656
Día 29,7,8,3479
Día 29,8,1,2919
Día 29,8,2,3321
Día 29,8,3,2849
Día 29,8,4,3256
Día 29,8,5,2571
Día 29,8,6,3014
Día 29,8,7,3504
Día 30,1,2,3071
Día 30,1,3,1170
Día 30,1,4,1102
Día 30,1,5,1319
Día 30,1,6,2428
Día 30,1,7,449
Día 30,1,8,2930
Día 30,2,1,3295
Día 30,2,3,2285
Día 30,2,4,3199
Día 30,2,5,2995
Día 30,2,6,2002
Día 30,2,7,2026
Día 30,2,8,3226
Día 30,3,1,1387
Día 30,3,2,2262
Día 30,3,4,874
Día 30,3,5,212
Día 30,3,6,1375
Día 30,3,7,1290
Día 30,3,8,2699
Día 30,4,1,1141
Día 30,4,2,3092
Día 30,4,3,948
Día 30,4,5,1204
Día 30,4,6,2266
Día 30,4,7,311
Día 30,4,8,3060
Día 30,5,1,1345
Día 30,5,2,2904
Día 30,5,3,548
Día 30,5,4,1071
Día 30,5,6,1545
Día 30,5,7,1187
Día 30,5,8,2360
Día 30,6,1,2241
Día 30,6,2,1820
Día 30,6,3,1200
Día 30,6,4,2401
Día 30,6,5,1508
Día 30,6,7,3766
Día 30,6,8,3124
Día 30,7,1,282
Día 30,7,2,2158
Día 30,7,3,1233
Día 30,7,4,494
Día 30,7,5,1063
Día 30,7,6,3566
Día 30,7,8,3558
Día 30,8,1,2936
Día 30,8,2,3146
Día 30,8,3,2891
Día 30,8,4,3164
Día 30,8,5,2466
Día 30,8,6,3203
Día 30,8,7,3601
Día 31,1,2,3376
Día 31,1,3,1275
Día 31,1,4,1249
Día 31,1,5,1365
Día 31,1,6,2452
Día 31,1,7,353
Día 31,1,8,2792
Día 31,2,1,3386
Día 31,2,3,2275
Día 31,2,4,3153
Día 31,2,5,2983
Día 31,2,6,1869
Día 31,2,7,1926
Día 31,2,8,3190
Día 31,3,1,1039
Día 31,3,2,2305
Día 31,3,4,680
Día 31,3,5,358
Día 31,3,6,1289
Día 31,3,7,1225
Día 31,3,8,2868
Día 31,4,1,1128
Día 31,4,2,3030
Día 31,4,3,960
Día 31,4,5,1047
Día 31,4,6,2342
Día 31,4,7,229
Día 31,4,8,3285
Día 31,5,1,1038
Día 31,5,2,2933
Día 31,5,3,562
Día 31,5,4,1006
Día 31,5,6,1534
Día 31,5,7,1098
Día 31,5,8,2332
Día 31,6,1,2485
Día 31,6,2,2022
Día 31,6,3,1013
Día 31,6,4,2384
Día 31,6,5,1676
Día 31,6,7,3488
Día 31,6,8,3040
Día 31,7,1,390
Día 31,7,2,2079
Día 31,7,3,1259
Día 31,7,4,457
Día 31,7,5,1077
Día 31,7,6,3473
Día 31,7,8,3710
Día 31,8,1,2965
Día 31,8,2,3323
Día 31,8,3,2800
Día 31,8,4,3363
Día 31,8,5,2568
Día 31,8,6,3344
Día 31,8,7,3787
Día 32,1,2,3063
Día 32,1,3,1380
Día 32,1,4,1382
Día 32,1,5,1082
Día 32,1,6,2408
Día 32,1,7,293
Día 32,1,8,2960
Día 32,2,1,3199
Día 32,2,3,2411
Día 32,2,4,3275
Día 32,2,5,2985
Día 32,2,6,2155
Día 32,2,7,1836
Día 32,2,8,3294
Día 32,3,1,1056
Día 32,3,2,2340
Día 32,3,4,936
Día 32,3,5,454
Día 32,3,6,1124
Día 32,3,7,1003
Día 32,3,8,2842
Día 32,4,1,1110
Día 32,4,2,3353
Día 32,4,3,755
Día 32,4,5,1367
Día 32,4,6,2475
Día 32,4,7,228
Día 32,4,8,3108
Día 32,5,1,1037
Día 32,5,2,2944
Día 32,5,3,446
Día 32,5,4,1296
Día 32,5,6,1497
Día 32,5,7,1139
Día 32,5,8,2579
Día 32,6,1,2278
Día 32,6,2,1979
Día 32,6,3,1265
Día 32,6,4,2255
Día 32,6,5,1519
Día 32,6,7,3661
Día 32,6,8,3324
Día 32,7,1,332
Día 32,7,2,2036
Día 32,7,3,1088
Día 32,7,4,226
Día 32,7,5,1066
Día 32,7,6,3441
Día 32,7,8,3681
Día 32,8,1,2966
Día 32,8,2,3211
Día 32,8,3,2741
Día 32,8,4,3325
Día 32,8,5,2452
Día 32,8,6,3176
Día 32,8,7,3796
Día 33,1,2,3286
Día 33,1,3,1146
Día 33,1,4,1289
Día 33,1,5,1049
Día 33,1,6,2345
Día 33,1,7,255
Día 33,1,8,2656
Día 33,2,1,3046
Día 33,2,3,2392
Día 33,2,4,3043
Día 33,2,5,2647
Día 33,2,6,1934
Día 33,2,7,2138
Día 33,2,8,3155
Día 33,3,1,1033
Día 33,3,2,2585
Día 33,3,4,719
Día 33,3,5,308
Día 33,3,6,1233
Día 33,3,7,1028
Día 33,3,8,2659
Día 33,4,1,1016
Día 33,4,2,3213
Día 33,4,3,829
Día 33,4,5,1311
Día 33,4,6,2456
Día 33,4,7,471
Día 33,4,8,3256
Día 33,5,1,1180
Día 33,5,2,2782
Día 33,5,3,414
Día 33,5,4,1159
Día 33,5,6,1614
Día 33,5,7,1208
Día 33,5,8,2342
Día 33,6,1,2200
Día 33,6,2,2112
Día 33,6,3,1304
Día 33,6,4,2313
Día 33,6,5,1466
Día 33,6,7,3605
Día 33,6,8,3122
Día 33,7,1,251
Día 33,7,2,1911
Día 33,7,3,1004
Día 33,7,4,548
Día 33,7,5,1076
Día 33,7,6,3705
Día 33,7,8,3646
Día 33,8,1,2661
Día 33,8,2,3043
Día 33,8,3,2983
Día 33,8,4,3385
Día 33,8,5,2451
Día 33,8,6,3163
Día 33,8,7,3711
Día 34,1,2,3108
Día 34,1,3,1141
Día 34,1,4,1256
Día 34,1,5,1133
Día 34,1,6,2261
Día 34,1,7,394
Día 34,1,8,2965
Día 34,2,1,3045
Día 34,2,3,2262
Día 34,2,4,3217
Día 34,2,5,2624
Día 34,2,6,2011
Día 34,2,7,2073
Día 34,2,8,3086
Día 34,3,1,1207
Día 34,3,2,2324
Día 34,3,4,874
Día 34,3,5,488
Día 34,3,6,1336
Día 34,3,7,1122
Día 34,3,8,2755
Día 34,4,1,1050
Día 34,4,2,3217
Día 34,4,3,705
Día 34,4,5,1039
Día 34,4,6,2584
Día 34,4,7,208
Día 34,4,8,3012
Día 34,5,1,1055
Día 34,5,2,2975
Día 34,5,3,398
Día 34,5,4,1260
Día 34,5,6,1532
Día 34,5,7,1386
Día 34,5,8,2568
Día 34,6,1,2323
Día 34,6,2,1860
Día 34,6,3,1085
Día 34,6,4,2205
Día 34,6,5,1580
Día 34,6,7,3543
Día 34,6,8,3338
Día 34,7,1,207
Día 34,7,2,2106
Día 34,7,3,1234
Día 34,7,4,239
Día 34,7,5,1305
Día 34,7,6,3481
Día 34,7,8,3577
Día 34,8,1,2787
Día 34,8,2,3347
Día 34,8,3,2913
Día 34,8,4,3064
Día 34,8,5,2398
Día 34,8,6,3313
Día 34,8,7,3524
Día 35,1,2,3174
Día 35,1,3,1394
Día 35,1,4,1009
Día 35,1,5,1379
Día 35,1,6,2339
Día 35,1,7,277
Día 35,1,8,2875
Día 35,2,1,3221
Día 35,2,3,2483
Día 35,2,4,3090
Día 35,2,5,2810
Día 35,2,6,2092
Día 35,2,7,2061
Día 35,2,8,3205
Día 35,3,1,1023
Día 35,3,2,2264
Día 35,3,4,664
Día 35,3,5,298
Día 35,3,6,1171
Día 35,3,7,1311
Día 35,3,8,2618
Día 35,4,1,1121
Día 35,4,2,3136
Día 35,4,3,705
Día 35,4,5,1093
Día 35,4,6,2500
Día 35,4,7,224
Día 35,4,8,3033
Día 35,5,1,1057
Día 35,5,2,2622
Día 35,5,3,498
Día 35,5,4,1267
Día 35,5,6,1743
Día 35,5,7,1318
Día 35,5,8,2298
Día 35,6,1,2577
Día 35,6,2,1843
Día 35,6,3,1101
Día 35,6,4,2469
Día 35,6,5,1401
Día 35,6,7,3490
Día 35,6,8,3299
Día 35,7,1,468
Día 35,7,2,2157
Día 35,7,3,1070
Día 35,7,4,534
Día 35,7,5,1074
Día 35,7,6,3507
Día 35,7,8,3505
Día 35,8,1,2952
Día 35,8,2,3038
Día 35,8,3,2704
Día 35,8,4,3126
Día 35,8,5,2487
Día 35,8,6,3182
Día 35,8,7,3639
Día 36,1,2,3330
Día 36,1,3,1375
Día 36,1,4,1089
Día 36,1,5,1119
Día 36,1,6,2500
Día 36,1,7,371
Día 36,1,8,2919
Día 36,2,1,3357
Día 36,2,3,2599
Día 36,2,4,3195
Día 36,2,5,2977
Día 36,2,6,2169
Día 36,2,7,2099
Día 36,2,8,3223
Día 36,3,1,1400
Día 36,3,2,2245
Día 36,3,4,731
Día 36,3,5,220
Día 36,3,6,1276
Día 36,3,7,1225
Día 36,3,8,2606
Día 36,4,1,1308
Día 36,4,2,3056
Día 36,4,3,671
Día 36,4,5,1025
Día 36,4,6,2368
Día 36,4,7,287
Día 36,4,8,3108
Día 36,5,1,1109
Día 36,5,2,2792
Día 36,5,3,325
Día 36,5,4,1243
Día 36,5,6,1498
Día 36,5,7,1389
Día 36,5,8,2311
Día 36,6,1,2480
Día 36,6,2,2069
Día 36,6,3,1194
Día 36,6,4,2494
Día 36,6,5,1480
Día 36,6,7,3410
Día 36,6,8,3232
Día 36,7,1,203
Día 36,7,2,2045
Día 36,7,3,1110
Día 36,7,4,291
Día 36,7,5,1058
Día 36,7,6,3797
Día 36,7,8,3590
Día 36,8,1,2691
Día 36,8,2,3015
Día 36,8,3,2704
Día 36,8,4,3049
Día 36,8,5,2415
Día 36,8,6,3165
Día 36,8,7,3615
Día 37,1,2,3294
Día 37,1,3,1213
Día 37,1,4,1392
Día 37,1,5,1373
Día 37,1,6,2568
Día 37,1,7,327
Día 37,1,8,2919
Día 37,2,1,3026
Día 37,2,3,2508
Día 37,2,4,3289
Día 37,2,5,2834
Día 37,2,6,1998
Día 37,2,7,2157
Día 37,2,8,3385
Día 37,3,1,1359
Día 37,3,2,2332
Día 37,3,4,622
Día 37,3,5,306
Día 37,3,6,1116
Día 37,3,7,1140
Día 37,3,8,2903
Día 37,4,1,1113
Día 37,4,2,3057
Día 37,4,3,942
Día 37,4,5,1356
Día 37,4,6,2379
Día 37,4,7,401
Día 37,4,8,3000
Día 37,5,1,1312
Día 37,5,2,2725
Día 37,5,3,470
Día 37,5,4,1155
Día 37,5,6,1531
Día 37,5,7,1102
Día 37,5,8,2503
Día 37,6,1,2226
Día 37,6,2,1829
Día 37,6,3,1009
Día 37,6,4,2323
Día 37,6,5,1682
Día 37,6,7,3700
Día 37,6,8,3212
Día 37,7,1,248
Día 37,7,2,2122
Día 37,7,3,1006
Día 37,7,4,270
Día 37,7,5,1385
Día 37,7,6,3631
Día 37,7,8,3444
Día 37,8,1,2837
Día 37,8,2,3237
Día 37,8,3,2896
Día 37,8,4,3319
Día 37,8,5,2306
Día 37,8,6,3047
Día 37,8,7,3467
Día 38,1,2,3060
Día 38,1,3,1243
Día 38,1,4,1122
Día 38,1,5,1256
Día 38,1,6,2550
Día 38,1,7,420
Día 38,1,8,2874
Día 38,2,1,3372
Día 38,2,3,2391
Día 38,2,4,3053
Día 38,2,5,2649
Día 38,2,6,1872
Día 38,2,7,2044
Día 38,2,8,3173
Día 38,3,1,1103
Día 38,3,2,2209
Día 38,3,4,878
Día 38,3,5,377
Día 38,3,6,1119
Día 38,3,7,1092
Día 38,3,8,2672
Día 38,4,1,1163
Día 38,4,2,3350
Día 38,4,3,933
Día 38,4,5,1146
Día 38,4,6,2235
Día 38,4,7,600
Día 38,4,8,3166
Día 38,5,1,1316
Día 38,5,2,2706
Día 38,5,3,393
Día 38,5,4,1147
Día 38,5,6,1530
Día 38,5,7,1132
Día 38,5,8,2407
Día 38,6,1,2249
Día 38,6,2,2001
Día 38,6,3,1176
Día 38,6,4,2305
Día 38,6,5,1414
Día 38,6,7,3485
Día 38,6,8,3113
Día 38,7,1,456
Día 38,7,2,1822
Día 38,7,3,1079
Día 38,7,4,370
Día 38,7,5,1301
Día 38,7,6,3784
Día 38,7,8,3437
Día 38,8,1,2852
Día 38,8,2,3296
Día 38,8,3,2678
Día 38,8,4,3072
Día 38,8,5,2345
Día 38,8,6,3152
Día 38,8,7,3550
Día 39,1,2,3075
Día 39,1,3,1394
Día 39,1,4,1044
Día 39,1,5,1065
Día 39,1,6,2525
Día 39,1,7,544
Día 39,1,8,2990
Día 39,2,1,3001
Día 39,2,3,2574
Día 39,2,4,3328
Día 39,2,5,2887
Día 39,2,6,1842
Día 39,2,7,1885
Día 39,2,8,3055
Día 39,3,1,1108
Día 39,3,2,2204
Día 39,3,4,677
Día 39,3,5,271
Día 39,3,6,1155
Día 39,3,7,1108
Día 39,3,8,2945
Día 39,4,1,1310
Día 39,4,2,3097
Día 39,4,3,846
Día 39,4,5,1027
Día 39,4,6,2496
Día 39,4,7,413
Día 39,4,8,3343
Día 39,5,1,1400
Día 39,5,2,2869
Día 39,5,3,423
Día 39,5,4,1241
Día 39,5,6,1524
Día 39,5,7,1290
Día 39,5,8,2341
Día 39,6,1,2418
Día 39,6,2,2118
Día 39,6,3,1291
Día 39,6,4,2522
Día 39,6,5,1685
Día 39,6,7,3602
Día 39,6,8,3128
Día 39,7,1,277
Día 39,7,2,1814
Día 39,7,3,1093
Día 39,7,4,525
Día 39,7,5,1319
Día 39,7,6,3490
Día 39,7,8,3422
Día 39,8,1,2703
Día 39,8,2,3190
Día 39,8,3,2791
Día 39,8,4,3255
Día 39,8,5,2585
Día 39,8,6,3142
Día 39,8,7,3679
Día 40,1,2,3341
Día 40,1,3,1398
Día 40,1,4,1293
Día 40,1,5,1256
Día 40,1,6,2387
Día 40,1,7,357
Día 40,1,8,2606
Día 40,2,1,3333
Día 40,2,3,2571
Día 40,2,4,3247
Día 40,2,5,2882
Día 40,2,6,2106
Día 40,2,7,1969
Día 40,2,8,3226
Día 40,3,1,1264
Día 40,3,2,2455
Día 40,3,4,793
Día 40,3,5,511
Día 40,3,6,1242
Día 40,3,7,1070
Día 40,3,8,2826
Día 40,4,1,1119
Día 40,4,2,3126
Día 40,4,3,770
Día 40,4,5,1025
Día 40,4,6,2493
Día 40,4,7,237
Día 40,4,8,3359
Día 40,5,1,1240
Día 40,5,2,2721
Día 40,5,3,509
Día 40,5,4,1265
Día 40,5,6,1488
Día 40,5,7,1085
Día 40,5,8,2343
Día 40,6,1,2345
Día 40,6,2,1925
Día 40,6,3,1053
Día 40,6,4,2378
Día 40,6,5,1755
Día 40,6,7,3690
Día 40,6,8,3372
Día 40,7,1,560
Día 40,7,2,2029
Día 40,7,3,1101
Día 40,7,4,541
Día 40,7,5,1095
Día 40,7,6,3466
Día 40,7,8,3788
Día 40,8,1,2622
Día 40,8,2,3293
Día 40,8,3,2916
Día 40,8,4,3112
Día 40,8,5,2533
Día 40,8,6,3229
Día 40,8,7,3777
Día 41,1,2,3120
Día 41,1,3,1226
Día 41,1,4,1041
Día 41,1,5,1291
Día 41,1,6,2283
Día 41,1,7,583
Día 41,1,8,2630
Día 41,2,1,3226
Día 41,2,3,2447
Día 41,2,4,3001
Día 41,2,5,2614
Día 41,2,6,2099
Día 41,2,7,2176
Día 41,2,8,3220
Día 41,3,1,1311
Día 41,3,2,2395
Día 41,3,4,970
Día 41,3,5,549
Día 41,3,6,1296
Día 41,3,7,1092
Día 41,3,8,2972
Día 41,4,1,1186
Día 41,4,2,3219
Día 41,4,3,841
Día 41,4,5,1135
Día 41,4,6,2289
Día 41,4,7,596
Día 41,4,8,3164
Día 41,5,1,1129
Día 41,5,2,2990
Día 41,5,3,424
Día 41,5,4,1236
Día 41,5,6,1411
Día 41,5,7,1319
Día 41,5,8,2571
Día 41,6,1,2535
Día 41,6,2,2005
Día 41,6,3,1376
Día 41,6,4,2397
Día 41,6,5,1497
Día 41,6,7,3569
Día 41,6,8,3367
Día 41,7,1,327
Día 41,7,2,1956
Día 41,7,3,1046
Día 41,7,4,459
Día 41,7,5,1249
Día 41,7,6,3560
Día 41,7,8,3785
Día 41,8,1,2872
Día 41,8,2,3321
Día 41,8,3,2946
Día 41,8,4,3027
Día 41,8,5,2552
Día 41,8,6,3036
Día 41,8,7,3589
Día 42,1,2,3395
Día 42,1,3,1020
Día 42,1,4,1248
Día 42,1,5,1205
Día 42,1,6,2278
Día 42,1,7,467
Día 42,1,8,2965
Día 42,2,1,3268
Día 42,2,3,2422
Día 42,2,4,3027
Día 42,2,5,2964
Día 42,2,6,2151
Día 42,2,7,1921
Día 42,2,8,3153
Día 42,3,1,1392
Día 42,3,2,2541
Día 42,3,4,872
Día 42,3,5,533
Día 42,3,6,1239
Día 42,3,7,1261
Día 42,3,8,2657
Día 42,4,1,1339
Día 42,4,2,3300
Día 42,4,3,670
Día 42,4,5,1159
Día 42,4,6,2237
Día 42,4,7,380
Día 42,4,8,3251
Día 42,5,1,1124
Día 42,5,2,2750
Día 42,5,3,350
Día 42,5,4,1100
Día 42,5,6,1445
Día 42,5,7,1028
Día 42,5,8,2345
Día 42,6,1,2443
Día 42,6,2,2122
Día 42,6,3,1289
Día 42,6,4,2357
Día 42,6,5,1737
Día 42,6,7,3682
Día 42,6,8,3040
Día 42,7,1,228
Día 42,7,2,1981
Día 42,7,3,1029
Día 42,7,4,275
Día 42,7,5,1316
Día 42,7,6,3518
Día 42,7,8,3548
Día 42,8,1,2847
Día 42,8,2,3190
Día 42,8,3,2990
Día 42,8,4,3026
Día 42,8,5,2273
Día 42,8,6,3134
Día 42,8,7,3541
Día 43,1,2,3044
Día 43,1,3,1055
Día 43,1,4,1219
Día 43,1,5,1143
